Serial,OPEID,InstitutionName,Address,City,ST,Zip,BwrsWhoEnteredRepayment Status,BwrsInDefault,CohortDefaultRate,TotalBwrsInDefault,TotalPrincipalOutstandingOnLoansInDefault
001299,00177100,Trinity Christian College,6601 West College Drive,Palos Heights,IL,60463-0929,49,7,14.29%,82,148283
001300,00177200,Trinity International University,2065 Half Day Road,Deerfield,IL,60015-1283,186,29,15.59%,183,325873
001302,00177300,Triton College,2000 North 5th Avenue,River Grove,IL,60171-1995,0,0,0%,4,4857
001305,00177400,University of Chicago (The),5801 South Ellis Avenue,Chicago,IL,60637-1476,759,14,1.84%,451,1963093
001307,00177600,University of Illinois at Chicago,809 S Marshfield Ave # 520,Chicago,IL,60612-4305,933,27,2.89%,1055,2703530
001274,00933300,University of Illinois at Springfield,One University Plaza,Springfield,IL,62703-5407,28,2,7.14%,13,21812
001306,00177500,University of Illinois at Urbana-Champaign,601 East John Street,Champaign,IL,61820-5796,645,21,3.26%,830,1492572
001129,00166400,University of Saint Francis,500 Wilcox Street,Joliet,IL,60435-6188,67,16,23.88%,108,226313
001313,00178000,Western Illinois University,1 University Circle,Macomb,IL,61455-1390,45,6,13.33%,226,439528
008606,03079200,Westwood College - DuPage,7155 Janes Avenue,Woodridge,IL,60517-2321,4,1,25%,13,18542
007285,02313900,Westwood College - O'Hare Airport,8501 West Higgins Road,Chicago,IL,60631-2801,3,1,33.33%,8,13585
001314,00178100,Wheaton College,501 College Avenue,Wheaton,IL,60187-5535,165,3,1.82%,45,100821
001321,00178500,Anderson University,1100 East 5th Street,Anderson,IN,46012-3495,103,20,19.42%,295,778518
001322,00178600,Ball State University,2000 University Avenue,Muncie,IN,47306-0880,568,106,18.66%,1081,2493296
004741,00163700,Bethany Theological Seminary,615 National Road West,Richmond,IN,47374-4019,9,0,0%,0,0
001323,00178700,Bethel College,1001 Bethel Circle,Mishawaka,IN,46545-5591,73,6,8.22%,82,79588
001324,00178800,Butler University,4600 Sunset Avenue,Indianapolis,IN,46208-3487,298,21,7.05%,97,253919
001329,00179200,DePauw University,313 South Locust Street,Greencastle,IN,46135-0037,194,11,5.67%,116,290032
001331,00179300,Earlham College,801 National Road West,Richmond,IN,47374-4095,132,12,9.09%,86,264070
001336,00179800,Franklin College of Indiana,101 Branigin Boulevard,Franklin,IN,46131-2623,111,10,9.01%,207,534701
001337,00179900,Goshen College,1700 South Main Street,Goshen,IN,46526-4794,68,10,14.71%,48,132471
001338,00180000,Grace College and Theological Seminary,200 Seminary Drive,Winona Lake,IN,46590-1224,248,23,9.27%,119,321393
001342,00726300,Holy Cross College,54515 SR 933 North,Notre Dame,IN,46556-0308,53,12,22.64%,40,56758
001343,00180300,Huntington University,2303 College Avenue,Huntington,IN,46750-1299,66,3,4.55%,90,166155
001346,00180500,Indiana Institute of Technology,1600 East Washington Boulevard,Fort Wayne,IN,46803-1297,78,23,29.49%,209,381622
001348,00180700,Indiana State University,Office of the President,Terre Haute,IN,47809-2501,459,50,10.89%,1054,2050915
001354,00180900,Indiana University - Bloomington,107 South Indiana Avenue,Bloomington,IN,47405-7000,1943,27,1.39%,612,1822603
001351,00181100,Indiana University - East,2325 Chester Boulevard,Richmond,IN,47374-1289,44,6,13.64%,36,44563
001350,00181400,Indiana University - Kokomo,2300 South Washington Street,Kokomo,IN,46902-3557,45,10,22.22%,66,60186
001349,00181500,Indiana University - Northwest,3400 Broadway,Gary,IN,46408-1197,65,15,23.08%,99,161442
001379,00182800,Indiana University - Purdue University - Ft Wayne,2101 East Coliseum Boulevard,Fort Wayne,IN,46805-1499,293,39,13.31%,229,515965
001352,00181300,Indiana University - Purdue University Indianapolis,355 Lansing Street,Indianapolis,IN,46202-5145,411,61,14.84%,691,898158
001353,00181600,Indiana University - South Bend,1700 Mishawaka Avenue,South Bend,IN,46634-7111,175,30,17.14%,253,355409
001355,00181700,Indiana University Southeast,4201 Grant Line Road,New Albany,IN,47150-6405,172,33,19.19%,235,382144
001368,00182200,Indiana Wesleyan University,4201 South Washington Street,Marion,IN,46953-4974,64,7,10.94%,154,371611
001358,00457900,International Business College,5699 Coventry Lane,Fort Wayne,IN,46804-1298,121,18,14.88%,118,280528
006335,02201800,Kaplan College,7833 Indianapolis Boulevard,Hammond,IN,46324-3347,45,27,60%,294,276888
001366,00182000,Manchester University,604 East College Avenue,North Manchester,IN,46962-1276,79,11,13.92%,167,431747
001367,00182100,Marian University,3200 Cold Spring Road,Indianapolis,IN,46222-1997,56,18,32.14%,168,342204
001580,01048900,National College,6060 Castleway Drive West,Indianapolis,IN,46250-1930,32,4,12.5%,109,216655
001374,00182400,Oakland City University,138 N. Lucretia Street,Oakland City,IN,47660-1099,37,3,8.11%,32,92197
001380,00182500,Purdue University,610 Purdue Mall,West Lafayette,IN,47907-2040,910,47,5.16%,500,1235435
001378,00182700,Purdue University - Calumet,2200 169th Street,Hammond,IN,46323-2094,32,6,18.75%,81,218726
001381,00182600,Purdue University - North Central,1401 South US Highway 421,Westville,IN,46391-9542,69,8,11.59%,30,38234
001383,00183000,Rose - Hulman Institute of Technology,5500 Wabash Avenue,Terre Haute,IN,47803-3999,143,11,7.69%,47,171723
001386,00183300,Saint Joseph's College,1498 South College Avenue,Rensselaer,IN,47978-0000,79,16,20.25%,100,194340
001387,00183500,Saint Mary of the Woods College,Saint Mary of the Woods Road,Saint Mary of the Woods,IN,47876-0067,31,12,38.71%,99,113365
001388,00183600,Saint Mary's College,133 LeMans Hall,Notre Dame,IN,46556-5007,61,8,13.11%,146,332400
001393,00183800,Taylor University,236 West Reade Avenue,Upland,IN,46989-1001,173,19,10.98%,220,407879
001395,00183900,Trine University,1 University Avenue,Angola,IN,46703-1764,0,0,0%,29,70122
001396,00179500,University of Evansville,1800 Lincoln Avenue,Evansville,IN,47722-0002,156,4,2.56%,94,319644
001344,00180400,University of Indianapolis,1400 East Hanna Avenue,Indianapolis,IN,46227-3697,350,48,13.71%,481,668404
001397,00184000,University of Notre Dame,400 Main Building,Notre Dame,IN,46556-5602,543,9,1.66%,341,1673467
001385,00183200,University of Saint Francis,2701 Spring Street,Fort Wayne,IN,46808-3994,27,7,25.93%,181,347766
001398,00184200,Valparaiso University,1700 Chapel Drive,Valparaiso,IN,46383-6493,257,17,6.61%,197,700641
001400,00184300,Vincennes University,1002 North First Street,Vincennes,IN,47591-1523,81,42,51.85%,348,522210
008408,03069100,Allen College,1825 Logan Avenue,Waterloo,IA,50703-1916,1,0,0%,1,3948
001405,00396300,American Institute of Business,2500 Fleur Drive,Des Moines,IA,50321-1799,63,15,23.81%,222,246306
001412,00184600,Briar Cliff University,3303 Rebecca Street,Sioux City,IA,51104-2100,86,7,8.14%,179,443689
001413,00184700,Buena Vista University,610 West Fourth Street,Storm Lake,IA,50588-9987,147,17,11.56%,172,299013
001415,00185000,Central College,812 University Street,Pella,IA,50219-1999,322,18,5.59%,203,269089
001416,00185200,Clarke University,1550 Clarke Drive,Dubuque,IA,52001-3198,18,1,5.56%,132,287747
001417,00185400,Coe College,1220 First Avenue Northeast,Cedar Rapids,IA,52402-5092,186,16,8.6%,224,709310
001420,00185600,Cornell College,600 First Street  South West,Mount Vernon,IA,52314-1098,52,5,9.62%,104,185071
001419,00185500,Des Moines University - Osteopathic Medical Center,3200 Grand Avenue,Des Moines,IA,50312-4198,39,0,0%,15,40005
001423,00185800,Divine Word College,102 Jacoby Drive Southwest,Epworth,IA,52045-0380,16,4,25%,45,104766
001424,00185900,Dordt College,498 4th Avenue Northeast,Sioux Center,IA,51250-1697,102,3,2.94%,89,212316
001425,00186000,Drake University,2507 University Avenue,Des Moines,IA,50311-4505,245,20,8.16%,191,853649
001432,00186600,Graceland University,1 University Place,Lamoni,IA,50140-1699,313,80,25.56%,532,1118962
001433,00186700,Grand View University,1200 Grandview Avenue,Des Moines,IA,50316-1599,103,13,12.62%,188,232263
001434,00186800,Grinnell College,Nollen House,Grinnell,IA,50112-1690,104,9,8.65%,32,183404
001438,00186500,Iowa Central Community College,One Triton Circle,Fort Dodge,IA,50501-5798,0,0,0%,2,945
001440,00186900,Iowa State University of Science & Technology,0210 Beardshear Hall,Ames,IA,50011-2028,1269,119,9.38%,733,1487926
001441,00187100,Iowa Wesleyan College,601 North Main Street,Mount Pleasant,IA,52641-1398,56,23,41.07%,129,202165
001444,00407600,Kirkwood Community College,6301 Kirkwood Boulevard Southwest,Cedar Rapids,IA,52406-2068,40,16,40%,953,766778
001446,00187300,Loras College,1450 Alta Vista Street,Dubuque,IA,52004-0178,135,15,11.11%,183,621262
001447,00187400,Luther College,700 College Drive,Decorah,IA,52101-1045,264,21,7.95%,150,489057
001448,01111300,Maharishi University of Management,1000 North Fourth Street,Fairfield,IA,52557-0001,72,12,16.67%,82,496237
001451,00187900,Morningside College,1501 Morningside Avenue,Sioux City,IA,51106-1751,192,26,13.54%,79,116909
001452,00188000,Mount Mercy University,1330 Elmhurst Drive NE,Cedar Rapids,IA,52402-4797,170,32,18.82%,150,233699
001457,00188300,Northwestern College,101 7th Street Southwest,Orange City,IA,51041-1996,83,7,8.43%,123,214534
001459,01230000,Palmer College of Chiropractic,1000 Brady Street,Davenport,IA,52803-5287,234,14,5.98%,271,933377
001463,00188900,Saint Ambrose University,518 West Locust Street,Davenport,IA,52803-2898,129,20,15.5%,194,481727
001468,00188700,Simpson College,701 North C Street,Indianola,IA,50125-1297,169,16,9.47%,167,331056
001478,00189100,University of Dubuque,2000 University Avenue,Dubuque,IA,52001-5099,55,18,32.73%,80,376439
001479,00189200,University of Iowa,4 Jessup Hall,Iowa City,IA,52242-1316,544,47,8.64%,497,951561
001480,00189000,University of Northern Iowa,1227 West 27th Street,Cedar Falls,IA,50614-0002,622,64,10.29%,604,1521767
001481,00189300,Upper Iowa University,605 Washington Street,Fayette,IA,52142-9206,61,14,22.95%,37,36959
001483,00189500,Waldorf College,106 South 6th Street,Forest City,IA,50436-1700,133,50,37.59%,209,301255
001484,00189600,Wartburg College,100 Wartburg Boulevard,Waverly,IA,50677-2200,160,14,8.75%,176,332092
001485,00189700,Wartburg Theological Seminary,333 Wartburg Place,Dubuque,IA,52004-5004,23,1,4.35%,6,19434
001488,00190000,William Penn University,201 Trueblood Avenue,Oskaloosa,IA,52577-1799,110,34,30.91%,370,738329
001490,00190300,Baker University,618 Eighth Street,Baldwin City,KS,66006-0065,161,18,11.18%,119,363527
001491,00460800,Barton County Community College,245 North East 30 Road,Great Bend,KS,67530-9283,0,0,0%,43,47558
001492,01025600,Benedictine College,1020 North 2nd Street,Atchison,KS,66002-1499,146,19,13.01%,401,904686
001493,00190400,Bethany College,335 East Swensson Street,Lindsborg,KS,67456-1897,101,18,17.82%,186,491405
001494,00190500,Bethel College,300 East 27th Street,North Newton,KS,67117-8061,81,18,22.22%,259,769243
001495,00675500,Brown Mackie College (The),2106 South 9th. Street,Salina,KS,67401-7307,74,18,24.32%,673,989938
001497,00190800,Central Christian College of Kansas,1200 South Main Street,McPherson,KS,67460-5799,98,25,25.51%,280,970719
005951,02090700,Cleveland University-Kansas City,10850 Lowell Avenue,Overland Park,KS,66210-1613,34,10,29.41%,82,134754
001502,00191100,Colby Community College,1255 South Range,Colby,KS,67701-4099,69,11,15.94%,216,296137
001508,00192700,Emporia State University,1 Kellogg Circle,Emporia,KS,66801-5415,264,46,17.42%,539,1609629
001509,00191500,Fort Hays State University,600 Park Street,Hays,KS,67601-4099,328,56,17.07%,280,689363
001512,00191800,Friends University,2100 W. University Street,Wichita,KS,67213-3397,74,12,16.22%,179,494846
001516,00192000,Hesston College,325 South College Drive,Hesston,KS,67062-2093,125,16,12.8%,108,141008
001522,00824400,Johnson County Community College,12345 College Boulevard,Overland Park,KS,66210-1299,93,20,21.51%,173,302954
001527,00192800,Kansas State University,110 Anderson Hall,Manhattan,KS,66506-1104,799,143,17.9%,1020,1788792
001529,00192900,Kansas Wesleyan University,100 East Claflin Avenue,Salina,KS,67401-6196,36,7,19.44%,160,231321
001533,00193100,Manhattan Christian College,1415 Anderson Avenue,Manhattan,KS,66502-4081,38,6,15.79%,35,73894
001535,00193300,McPherson College,1600 East Euclid Street,McPherson,KS,67460-3899,73,24,32.88%,223,356154
001536,00703200,MidAmerica Nazarene University,2030 East College Way,Olathe,KS,66062-1899,124,23,18.55%,188,605376
001525,00193900,Newman University,3100 McCormick Avenue,Wichita,KS,67213-2084,42,10,23.81%,60,77175
001543,00193700,Ottawa University,1001 South Cedar,Ottawa,KS,66067-3399,105,27,25.71%,339,873531
001526,00192600,Pittsburg State University,1701 South Broadway,Pittsburg,KS,66762-7500,240,40,16.67%,421,1249851
001553,00194000,Southwestern College,100 College Street,Winfield,KS,67156-2499,166,21,12.65%,308,983141
001554,00194500,Sterling College,125 West Cooper,Sterling,KS,67579-1533,39,7,17.95%,34,120971
001555,00194600,Tabor College,400 South Jefferson,Hillsboro,KS,67063-1799,33,10,30.3%,142,292963
001556,00194800,University of Kansas,Strong Hall,Lawrence,KS,66045-7535,653,56,8.58%,507,1867021
001548,00194300,University of Saint Mary,4100 South 4th Street Trafficway,Leavenworth,KS,66048-5023,46,15,32.61%,94,129375
001558,00194900,Washburn University - Topeka,1700 Southwest College Avenue,Topeka,KS,66621-1110,72,15,20.83%,168,202957
001561,00195000,Wichita State University,1845 Fairmount,Wichita,KS,67260-0001,518,100,19.31%,826,1701587
001562,00195100,Alice Lloyd College,100 Purpose Road,Pippa Passes,KY,41844-9703,1,0,0%,0,0
001563,00195200,Asbury College,1 Macklem Drive,Wilmore,KY,40390-1198,119,8,6.72%,136,293906
001564,00195300,Asbury Theological Seminary,204 North Lexington Avenue,Wilmore,KY,40390-1199,108,23,21.3%,176,779509
001566,00195400,Bellarmine University,2001 Newburg Road,Louisville,KY,40205-1877,47,7,14.89%,54,94773
001567,00195500,Berea College,101 Chestnut Street,Berea,KY,40404-2182,33,6,18.18%,126,79961
001569,00195800,Brescia University,717 Frederica Street,Owensboro,KY,42301-3023,51,16,31.37%,96,212873
001572,00195900,Campbellsville University,1 University Drive,Campbellsville,KY,42718-2799,37,15,40.54%,55,140813
001573,00196100,Centre College of Kentucky,600 West Walnut Street,Danville,KY,40422-1394,99,8,8.08%,57,131005
001576,00196300,Eastern Kentucky University,521 Lancaster Avenue,Richmond,KY,40475-3102,301,47,15.61%,476,1392665
001578,00196400,Georgetown College,400 East College Street,Georgetown,KY,40324-1628,51,8,15.69%,81,262794
001581,00196500,Kentucky Christian University,100 Academic Parkway,Grayson,KY,41143-2205,52,6,11.54%,74,90263
001583,00196800,Kentucky State University,400 East Main Street,Frankfort,KY,40601-2355,80,32,40%,1093,1156441
001584,00196900,Kentucky Wesleyan College,3000 Frederica Street,Owensboro,KY,42301-6057,69,18,26.09%,98,221123
001588,00197200,Lindsey Wilson College,210 Lindsey Wilson Street,Columbia,KY,42728-1223,40,5,12.5%,145,283440
001589,00197400,Louisville Presbyterian Theological Seminary,1044 Alta Vista Road,Louisville,KY,40205-1798,13,0,0%,19,154573
001592,00197600,Morehead State University,202 Howell McDowell Building,Morehead,KY,40351-1689,231,41,17.75%,316,610525
001593,00197700,Murray State University,Financial Aid,Murray,KY,42071-0009,280,11,3.93%,335,553762
001595,00927500,Northern Kentucky University,Nunn Drive,Highland Heights,KY,41099-0001,172,37,21.51%,437,780018
001603,00196000,Spalding University,845 South Third Street,Louisville,KY,40203-2188,33,5,15.15%,157,235982
001604,00461800,Spencerian College,4627 Dixie Highway,Louisville,KY,40216-2605,35,18,51.43%,245,448059
001598,00198300,St. Catharine College,2735 Bardstown Road,St. Catharine,KY,40061-9499,22,14,63.64%,78,113484
005018,01208800,Sullivan College of Technology and Design,3901 Atkinson Square Drive,Louisville,KY,40218-4528,65,28,43.08%,191,296349
001606,00461900,Sullivan University,3101 Bardstown Road,Louisville,KY,40205-3000,74,39,52.7%,408,734705
001607,00200100,Thomas More College,333 Thomas More Parkway,Crestview Hills,KY,41017-3495,67,21,31.34%,202,367759
001608,00198700,Transylvania University,300 North Broadway,Lexington,KY,40508-1797,98,9,9.18%,77,161997
001609,00198800,Union College,310 College Street,Barbourville,KY,40906-1499,55,9,16.36%,118,161045
001611,00198900,University of Kentucky,South Limestone,Lexington,KY,40506-0032,1080,59,5.46%,1496,2124918
001612,00199900,University of Louisville,2301 South Third Street,Louisville,KY,40208-1415,442,63,14.25%,481,1393922
001597,00198000,University of Pikeville,147 Sycamore Street,Pikeville,KY,41501-1194,61,14,22.95%,33,87593
001574,00196200,University of the Cumberlands,6191 College Station Drive,Williamsburg,KY,40769-1372,119,23,19.33%,130,591110
001615,00200200,Western Kentucky University,1906 College Heights Blvd,Bowling Green,KY,42101-3576,91,6,6.59%,237,751907
006270,02197500,Baton Rouge School of Computers,9352 Interline Avenue,Baton Rouge,LA,70809-8188,49,11,22.45%,66,84800
006481,02234000,Cameron College,2740 Canal Street,New Orleans,LA,70119-5500,1,0,0%,73,76402
001621,00200300,Centenary College of Louisiana,2911 Centenary Boulevard,Shreveport,LA,71104-3396,35,10,28.57%,41,222278
001626,00462500,Delgado Community College,615 City Park Avenue,New Orleans,LA,70119-4399,0,0,0%,126,55164
007765,02538300,Delta College of Arts & Technology,7380 Exchange Place,Baton Rouge,LA,70806-1529,0,0,0%,3,3500
005031,02055500,Delta School of Business and Technology,517 Broad Street,Lake Charles,LA,70601-4334,88,11,12.5%,334,882903
001631,00200400,Dillard University,2601 Gentilly Boulevard,New Orleans,LA,70122-3097,120,22,18.33%,1126,1832741
001642,00200700,Louisiana College,1140 College Drive,Pineville,LA,71360-5122,0,0,0%,349,407813
001643,00201000,Louisiana State University & Agricultural & Mechanical College,156 Thomas Boyd,Baton Rouge,LA,70803-5710,383,81,21.15%,391,1639555
001649,00201400,Louisiana State University Health Sciences Center,433 Bolivar Street,New Orleans,LA,70112-2223,38,4,10.53%,126,364261
001650,00806700,Louisiana State University Health Sciences Center in Shreveport,1501 Kings Highway,Shreveport,LA,71130-3932,30,2,6.67%,33,153526
001645,00201200,Louisiana State University at Eunice,2048 Johnson Highway,Eunice,LA,70535-6726,72,11,15.28%,3,1600
001648,00200800,Louisiana Tech University,Wyly Tower  Railroad Avenue,Ruston,LA,71272-0001,254,32,12.6%,315,893850
001651,00201600,Loyola University New Orleans,6363 Saint Charles Avenue,New Orleans,LA,70118-6195,264,38,14.39%,401,796891
001653,00201700,McNeese State University,4205 Ryan Street,Lake Charles,LA,70609-4510,61,4,6.56%,224,598210
001659,00202100,Northwestern State University,140 Central Avenue,Natchitoches,LA,71497-0001,107,35,32.71%,266,626435
001662,00202300,Our Lady of Holy Cross College,4123 Woodland Drive,New Orleans,LA,70131-7399,0,0,0%,4,6924
001668,00202400,Southeastern Louisiana University,900 West University Avenue,Hammond,LA,70402-0001,104,29,27.88%,711,1166936
001669,00202500,Southern University and Agricultural & Mechanical Colg at Baton Rouge,Joseph S Clark Adminstration Bldg,Baton Rouge,LA,70813-9374,0,0,0%,2955,1665308
001671,00768600,Southern University at Shreveport - Bossier City,3050 Martin Luther King Jr Drive,Shreveport,LA,71107-4795,0,0,0%,246,207292
001677,00202900,Tulane University,6823 St. Charles Avenue,New Orleans,LA,70118-5698,1033,54,5.23%,625,2427164
001678,00203100,University of Louisiana at Lafayette,200 East University Avenue,Lafayette,LA,70504-0001,94,14,14.89%,669,3098193
001658,00202000,University of Louisiana at Monroe,700 University Avenue,Monroe,LA,71209-9001,86,6,6.98%,143,385081
001646,00201500,University of New Orleans (The),2000 Lakeshore Drive,New Orleans,LA,70148-0001,191,32,16.75%,553,1234086
001679,00203200,Xavier University of Louisiana,One Drexel Drive,New Orleans,LA,70125-1098,123,13,10.57%,522,869345
001681,00203600,Bates College,2 Andrews Road,Lewiston,ME,04240-6028,145,3,2.07%,28,133662
001683,00203800,Bowdoin College,6000 College Station,Brunswick,ME,04011-8451,41,1,2.44%,28,141562
001686,00203900,Colby College,4000 Mayflower Hill,Waterville,ME,04901-8840,76,5,6.58%,98,400958
001687,01138500,College of the Atlantic,105 Eden Street,Bar Harbor,ME,04609-1105,69,9,13.04%,43,55170
001689,00204300,Husson University,One College Circle,Bangor,ME,04401-2999,36,5,13.89%,89,153376
001695,01167300,Maine College of Art,522 Congress Street,Portland,ME,04101-3987,34,3,8.82%,89,143693
001691,00204400,Maine Maritime Academy,Pleasant Street,Castine,ME,04420-0001,64,7,10.94%,74,199653
001698,00205100,Saint Joseph's College,278 Whites Bridge Road,Standish,ME,04084-5236,127,21,16.54%,164,219062
001700,00205200,Thomas College,180 West River Road,Waterville,ME,04901-5097,110,22,20%,252,328762
001701,00685800,Unity College,90 Quaker Hill Road,Unity,ME,04988-9502,7,1,14.29%,4,6800
001707,00205300,University of Maine,168 College Avenue,Orono,ME,04469-0001,779,85,10.91%,859,1880697
001702,00676000,University of Maine - Augusta,46 University Drive,Augusta,ME,04330-9410,30,6,20%,168,286449
001703,00204000,University of Maine - Farmington,224 Main Street,Farmington,ME,04938-1990,176,6,3.41%,208,351295
001704,00204100,University of Maine - Fort Kent,23 University Drive,Fort Kent,ME,04743-1292,41,9,21.95%,101,151905
001706,00205500,University of Maine - Machias,116 O'Brien Avenue,Machias,ME,04654-1397,33,5,15.15%,124,124603
001710,00203300,University of Maine - Presque Isle,181 Main Street,Presque Isle,ME,04769-2888,78,11,14.1%,186,227403
001697,00205000,University of New England,11 Hills Beach Road,Biddeford,ME,04005-9599,165,23,13.94%,662,2360076
001705,00205400,University of Southern Maine,96 Falmouth Street,Portland,ME,04104-9301,668,90,13.47%,622,1399724
001726,00206200,Bowie State University,14000 Jericho Park Road,Bowie,MD,20715-9465,49,18,36.73%,528,929460
001728,00143600,Capitol Technology University,11301 Springfield Road,Laurel,MD,20708-9759,65,16,24.62%,128,429996
001732,00465000,Chesapeake College,1000 College Circle,Wye Mills,MD,21679-0008,21,5,23.81%,67,63510
001737,00206800,Coppin State University,2500 West North Avenue,Baltimore,MD,21216-3698,36,8,22.22%,898,1298209
001747,00207200,Frostburg State University,101 Braddock Road,Frostburg,MD,21532-1099,132,13,9.85%,390,519061
001749,00207300,Goucher College,1021 Dulaney Valley Road,Baltimore,MD,21204-2794,51,13,25.49%,195,662132
001753,00207600,Hood College,401 Rosemont Avenue,Frederick,MD,21701-8575,84,18,21.43%,223,557294
001756,00207700,Johns Hopkins University,242 Garland Hall,Baltimore,MD,21218-2693,602,6,1%,169,1058470
001760,00207800,Loyola University Maryland,4501 North Charles Street,Baltimore,MD,21210-2699,332,12,3.61%,106,129472
001761,00208000,Maryland Institute College of Art,1300 West Mount Royal Avenue,Baltimore,MD,21217-4191,84,16,19.05%,364,624931
001792,00210900,McDaniel College,2 College Hill,Westminster,MD,21157-4390,173,19,10.98%,103,182368
001762,00691100,Montgomery College,900 Hungerford Drive,Rockville,MD,20850-1195,70,20,28.57%,543,1015038
001763,00208300,Morgan State University,1700 East Cold Spring Lane,Baltimore,MD,21251-0002,84,40,47.62%,1113,2069202
001766,00208600,Mount Saint Mary's University,16300 Old Emmitsburg Road,Emmitsburg,MD,21727-7799,132,22,16.67%,332,673828
001767,00208700,Ner Israel Rabbinical College,400 Mount Wilson Lane,Baltimore,MD,21208-1198,10,0,0%,11,49683
001733,00206500,Notre Dame of Maryland University,4701 North Charles Street,Baltimore,MD,21210-2476,45,12,26.67%,110,290094
001775,00209500,Saint Mary's College of Maryland,18952 East Fisher Road,Saint Marys City,MD,20686-3001,47,8,17.02%,26,57939
001777,00209100,Salisbury University,1101 Camden Avenue,Salisbury,MD,21801-6862,43,6,13.95%,192,478554
001773,00209200,St. John's College,60 College Avenue,Annapolis,MD,21401-1655,30,5,16.67%,27,70887
001787,00210700,Stevenson University,1525 Greenspring Valley Road,Stevenson,MD,21153-0641,5,0,0%,2,2456
001779,00209900,Towson University,8000 York Road,Towson,MD,21252-0002,394,47,11.93%,625,2768718
001782,00210200,University of Baltimore,1420 North Charles Street,Baltimore,MD,21201-5779,151,42,27.81%,480,1215172
001785,00210400,University of Maryland  Baltimore,220 N. Arch Street,Baltimore,MD,21201-1691,257,1,.39%,62,291257
001783,00210300,University of Maryland  College Park,0102 Lee Building,College Park,MD,20742-5145,727,66,9.08%,1495,3330344
001784,00210500,University of Maryland - Baltimore County,1000 Hilltop Circle,Baltimore,MD,21250-0002,127,10,7.87%,304,497822
001786,00210600,University of Maryland - Eastern Shore,Backbone Road,Princess Anne,MD,21853-4053,59,19,32.2%,217,339947
001781,01164400,University of Maryland University College,3501 University Boulevard East,Adelphi,MD,20783-8078,70,6,8.57%,381,829254
001734,00206700,Washington Adventist University,7600 Flower Avenue,Takoma Park,MD,20912-7796,134,44,32.84%,417,729495
001795,00211400,American International College,1000 State Street,Springfield,MA,01109-3189,55,25,45.45%,498,712059
001796,00211500,Amherst College,Boltwood Avenue at College Street,Amherst,MA,01002-5000,43,5,11.63%,77,316340
001804,00211700,Anna Maria College,50 Sunset Lane,Paxton,MA,01612-1198,60,13,21.67%,174,341410
001810,00211800,Assumption College,500 Salisbury Street,Worcester,MA,01615-1294,110,11,10%,73,142764
001812,00212100,Babson College,231 Forest Street,Babson Park,MA,02457-0310,37,2,5.41%,85,339982
001938,00964500,Bard College at Simon's Rock,84 Alford Road,Great Barrington,MA,01230-9702,44,16,36.36%,132,188870
001814,00212200,Bay Path University,588 Longmeadow Street,Longmeadow,MA,01106-2212,82,9,10.98%,196,428775
001815,00396500,Bay State College,122 Commonwealth Avenue,Boston,MA,02116-2901,52,7,13.46%,208,368841
001816,00212300,Becker College,61 Sever Street,Worcester,MA,01615-0071,0,0,0%,32,47347
001817,00212400,Bentley University,175 Forest Street,Waltham,MA,02452-4705,345,24,6.96%,118,396913
001818,00212600,Berklee College of Music,1140 Boylston Street,Boston,MA,02215-3693,314,57,18.15%,489,1161798
001825,00212800,Boston College,140 Commonwealth Avenue,Chestnut Hill,MA,02467-3800,686,22,3.21%,275,1135338
001828,00213000,Boston University,Office of the President,Boston,MA,02215-1789,1065,30,2.82%,1010,2868600
001830,00213300,Brandeis University,415 South Street,Waltham,MA,02453-2700,148,15,10.14%,170,671162
001831,00218300,Bridgewater State University,131 Summer Street,Bridgewater,MA,02325-0001,96,32,33.33%,686,980144
006282,02182900,Cambridge College,1000 Massachusetts Avenue,Cambridge,MA,02138-5304,4,1,25%,31,68106
001839,00216800,Cape Cod Community College,2240 Iyannough Road,West Barnstable,MA,02668-1599,0,0,0%,82,73381
001845,00213900,Clark University,950 Main Street,Worcester,MA,01610-1473,152,13,8.55%,100,393603
001846,00214000,College of Our Lady of the Elms,291 Springfield Street,Chicopee,MA,01013-2839,50,17,34%,175,253776
001847,00214100,College of the Holy Cross,1 College Street,Worcester,MA,01610-2395,194,3,1.55%,54,143647
001850,00214300,Curry College,1071 Blue Hill Avenue,Milton,MA,02186-2395,39,14,35.9%,83,111105
001851,00214400,Dean College,99 Main Street,Franklin,MA,02038-1994,68,11,16.18%,377,619799
001854,00214500,Eastern Nazarene College,23 East Elm Avenue,Quincy,MA,02170-2999,108,26,24.07%,195,263693
001857,00214600,Emerson College,120 Boylston Street,Boston,MA,02116-4624,159,8,5.03%,91,209285
001859,00214700,Emmanuel College,400 The Fenway,Boston,MA,02115-5798,59,11,18.64%,245,491353
005221,00214800,Endicott College,376 Hale Street,Beverly,MA,01915-2098,100,14,14%,142,103397
001835,01151000,Everest Institute,1505 Commonwealth Avenue,Brighton,MA,02135-3605,18,1,5.56%,0,0
001862,00215000,Fisher College,118 Beacon Street,Boston,MA,02116-1500,61,31,50.82%,187,292856
001863,00218400,Fitchburg State University,160 Pearl Street,Fitchburg,MA,01420-2697,84,13,15.48%,235,326403
001865,00218500,Framingham State University,100 State Street,Framingham,MA,01702-2471,157,32,20.38%,312,485407
